exp_id,subject_id,cre_line,depth,num_seqs,num_ROIs,num_timepoints,targeted_structure,mlp_orientation_accs,mlp_temp_freq_accs
552410386,268773,Cux2-CreERT2,175,628,85,56618,VISl,53.95833333333330,47.50833333333330
593270603,309152,Emx1-IRES-Cre,275,628,297,56748,VISrl,60.08333333333340,41.68333333333330
657389972,355670,Vip-IRES-Cre,275,628,4,56753,VISp,16.075000000000000,28.125000000000000
584196534,296462,Sst-IRES-Cre,375,628,13,56617,VISp,67.59166666666670,59.07500000000000
660513003,360565,Cux2-CreERT2,275,628,198,58315,VISp,65.68333333333330,47.15833333333330
563176332,280643,Emx1-IRES-Cre,265,628,254,56746,VISal,86.72499999999990,41.475000000000000
603576132,323982,Ntsr1-Cre_GN220,550,628,129,56760,VISp,75.84166666666670,42.92500000000000
594090967,314300,Emx1-IRES-Cre,275,628,267,58268,VISrl,17.35833333333330,25.966666666666700
510859641,233215,Cux2-CreERT2,175,628,124,56753,VISpm,47.18333333333330,37.93333333333330
569645690,283284,Cux2-CreERT2,175,628,147,56750,VISrl,48.341666666666700,32.75833333333330
595183197,309689,Nr5a1-Cre,350,628,1,56767,VISal,18.73333333333330,26.466666666666700
578674360,292490,Rbp4-Cre_KL100,375,628,44,56754,VISam,55.55000000000000,51.11666666666670
623339221,327599,Sst-IRES-Cre,375,628,17,56620,VISl,60.67500000000000,46.60833333333330
584944065,301124,Rbp4-Cre_KL100,375,628,21,56741,VISal,41.67500000000000,54.00000000000000
642884591,344122,Rbp4-Cre_KL100,375,628,16,58253,VISam,28.975,35.15000000000000
657391037,355537,Slc17a7-IRES2-Cre,275,628,97,56611,VISpm,44.88333333333330,47.12500000000000
506809539,229107,Cux2-CreERT2,175,628,188,56616,VISl,66.20000000000000,51.20000000000000
509904120,231120,Rorb-IRES2-Cre,275,628,51,56746,VISal,37.38333333333330,32.65
640198011,338502,Rorb-IRES2-Cre,275,628,261,56760,VISrl,16.583333333333300,23.858333333333300
556321897,271729,Nr5a1-Cre,350,628,65,56758,VISl,33.558333333333300,42.3
651770794,354499,Slc17a7-IRES2-Cre,175,628,58,56755,VISpm,55.775000000000000,51.3
663866413,360565,Cux2-CreERT2,275,628,128,56619,VISpm,25.60000000000000,31.55833333333330
555749369,261967,Nr5a1-Cre,350,628,14,56608,VISpm,20.783333333333300,27.84166666666670
671164733,369498,Pvalb-IRES-Cre,175,628,32,58284,VISp,18.108333333333300,35.841666666666700
646016204,347748,Slc17a7-IRES2-Cre,375,628,67,56623,VISl,66.6833333333334,77.02500000000000
595808594,309689,Nr5a1-Cre,350,628,10,56765,VISl,38.00000000000000,33.05
644386884,338505,Rorb-IRES2-Cre,275,628,292,56629,VISrl,20.25833333333330,27.391666666666700
658518486,360897,Vip-IRES-Cre,175,628,12,56757,VISp,18.758333333333300,28.008333333333300
661328410,356796,Slc17a7-IRES2-Cre,275,628,214,56778,VISp,63.99166666666670,52.41666666666670
667004159,370771,Ntsr1-Cre_GN220,550,628,43,56758,VISl,67.38333333333340,41.95833333333330
651770380,350249,Vip-IRES-Cre,275,628,15,56747,VISpm,30.541666666666700,57.283333333333300
598137246,315118,Sst-IRES-Cre,275,628,11,56765,VISpm,25.27500000000000,34.16666666666670
596779487,315118,Sst-IRES-Cre,275,628,11,56760,VISp,44.31666666666670,46.32500000000000
676503588,373762,Pvalb-IRES-Cre,275,628,24,56622,VISp,18.191666666666700,42.38333333333330
647595665,348262,Cux2-CreERT2,175,628,108,56752,VISl,72.19166666666670,55.258333333333300
559382012,271729,Nr5a1-Cre,350,628,42,56749,VISal,24.26666666666670,39.73333333333340
603425659,323528,Sst-IRES-Cre,275,628,14,56757,VISpm,48.575,39.425
672206735,369497,Pvalb-IRES-Cre,195,628,9,56764,VISp,24.11666666666670,38.69166666666670
512311673,233214,Cux2-CreERT2,175,628,70,56759,VISpm,62.325,42.81666666666670
657650110,360897,Vip-IRES-Cre,275,628,12,56743,VISp,20.383333333333300,31.73333333333340
501729039,222431,Rorb-IRES2-Cre,275,628,227,56746,VISp,87.97500000000000,50.783333333333300
639931541,340467,Slc17a7-IRES2-Cre,275,628,182,56619,VISal,61.32500000000000,57.19166666666670
590047029,297135,Sst-IRES-Cre,375,628,7,56609,VISp,40.42500000000000,46.01666666666670
604529230,323982,Ntsr1-Cre_GN220,550,628,112,56755,VISpm,51.533333333333300,42.11666666666670
669859475,370771,Ntsr1-Cre_GN220,570,628,61,56615,VISpm,38.92500000000000,27.516666666666700
570278597,286360,Nr5a1-Cre,350,628,86,56764,VISp,35.491666666666700,48.341666666666700
650079244,351413,Vip-IRES-Cre,175,628,24,56615,VISp,18.758333333333300,35.66666666666670
658020691,360906,Vip-IRES-Cre,175,628,10,56621,VISpm,15.716666666666700,26.45
658533763,361003,Nr5a1-Cre,350,628,171,58247,VISrl,24.525,30.70833333333340
557227804,273904,Nr5a1-Cre,325,628,34,56739,VISpm,28.250000000000000,29.883333333333300
592348507,306503,Sst-IRES-Cre,275,628,9,56628,VISpm,33.8,35.95833333333330
562122508,276948,Emx1-IRES-Cre,275,628,248,56750,VISl,52.90833333333330,50.74166666666670
557225279,273576,Cux2-CreERT2,175,628,47,58253,VISal,76.48333333333330,61.30000000000000
585900296,300657,Vip-IRES-Cre,275,628,9,56764,VISp,15.94166666666670,35.116666666666700
582838758,296704,Emx1-IRES-Cre,375,628,250,56609,VISrl,18.541666666666700,22.76666666666670
587339481,305469,Rorb-IRES2-Cre,275,628,79,58284,VISpm,56.85833333333340,45.61666666666670
576411246,295995,Rorb-IRES2-Cre,275,628,10,56753,VISam,22.608333333333300,33.05000000000000
572606382,291462,Rbp4-Cre_KL100,375,628,52,56763,VISl,46.658333333333300,63.33333333333330
577665023,296702,Emx1-IRES-Cre,275,628,220,56768,VISrl,20.425,26.866666666666700
699155265,382421,Cux2-CreERT2,275,628,109,56624,VISl,52.658333333333300,75.775
637998955,339839,Fezf2-CreER,400,628,99,56617,VISp,72.30000000000000,63.791666666666600
591548033,307419,Cux2-CreERT2,175,628,28,56768,VISrl,20.84166666666670,35.83333333333330
653122667,355470,Slc17a7-IRES2-Cre,275,628,309,56618,VISp,78.95000000000000,64.25833333333330
598564173,315297,Rbp4-Cre_KL100,375,628,28,56626,VISp,43.27500000000000,55.07500000000000
623587006,336824,Tlx3-Cre_PL56,375,628,225,56783,VISl,73.98333333333330,75.00833333333330
603592541,323753,Nr5a1-Cre,350,628,129,56621,VISrl,21.266666666666700,29.58333333333330
683253712,377629,Sst-IRES-Cre,350,628,6,56765,VISpm,22.325000000000000,32.283333333333300
581026088,297507,Sst-IRES-Cre,275,628,15,56766,VISp,53.091666666666700,46.14166666666670
566096665,276949,Emx1-IRES-Cre,375,628,75,56613,VISpm,37.45000000000000,42.90000000000000
582867147,300427,Sst-IRES-Cre,275,628,7,56748,VISl,47.20833333333330,62.53333333333340
584983136,300647,Sst-IRES-Cre,275,628,11,56766,VISl,49.80833333333330,45.800000000000000
682051855,372079,Slc17a7-IRES2-Cre,375,628,102,56619,VISl,69.99166666666670,62.99166666666670
609517556,326489,Vip-IRES-Cre,175,628,13,56763,VISpm,18.000000000000000,41.14166666666670
611638995,328096,Rorb-IRES2-Cre,275,628,93,56629,VISam,36.400000000000000,43.01666666666670
508563988,226219,Rbp4-Cre_KL100,375,628,101,56609,VISpm,41.79166666666670,35.50833333333330
560866155,271729,Nr5a1-Cre,350,628,225,56609,VISrl,18.391666666666700,25.041666666666700
580095655,296891,Sst-IRES-Cre,275,628,20,56761,VISl,79.91666666666670,70.02500000000000
660064796,361002,Nr5a1-Cre,350,628,79,56777,VISrl,19.43333333333330,25.858333333333300
509958730,231585,Cux2-CreERT2,275,628,256,56631,VISl,91.79166666666670,60.00833333333340
670395999,369496,Pvalb-IRES-Cre,175,628,3,56775,VISp,16.458333333333300,34.25000000000000
563710064,280643,Emx1-IRES-Cre,365,628,129,56750,VISal,50.85833333333330,45.05000000000000
658854537,360566,Cux2-CreERT2,175,628,112,56627,VISpm,64.75000000000000,70.37500000000000
588655112,305469,Rorb-IRES2-Cre,275,628,146,58279,VISrl,16.26666666666670,26.083333333333300
599320182,315118,Sst-IRES-Cre,375,628,9,56757,VISpm,24.0,33.05
637669270,340427,Tlx3-Cre_PL56,375,628,128,56776,VISp,70.91666666666670,64.1083333333333
511573879,232623,Rorb-IRES2-Cre,275,628,108,56764,VISl,66.95000000000000,47.80000000000000
551834174,265161,Rorb-IRES2-Cre,275,628,50,56612,VISam,32.76666666666670,30.375000000000000
679702884,373869,Slc17a7-IRES2-Cre,275,628,397,56626,VISp,76.35000000000000,66.63333333333340
603978471,317098,Vip-IRES-Cre,275,628,7,56765,VISl,16.125000000000000,24.84166666666670
665722301,362287,Ntsr1-Cre_GN220,550,628,15,56613,VISp,17.275000000000000,34.05000000000000
680150733,373762,Pvalb-IRES-Cre,375,628,13,56627,VISp,18.975,36.541666666666700
541290571,250789,Scnn1a-Tg3-Cre,350,628,144,56619,VISp,36.408333333333300,43.10833333333330
541010698,261458,Emx1-IRES-Cre,375,628,221,56750,VISp,56.916666666666700,43.56666666666660
507691036,229106,Cux2-CreERT2,275,628,231,56624,VISpm,40.25000000000000,39.41666666666670
603224878,323753,Nr5a1-Cre,350,628,71,56614,VISp,24.77500000000000,33.93333333333330
637154333,333422,Cux2-CreERT2,275,628,39,58294,VISrl,18.525000000000000,24.433333333333300
683257169,377111,Slc17a7-IRES2-Cre,205,628,296,56630,VISp,85.22500000000000,53.86666666666670
501876401,222426,Cux2-CreERT2,175,628,181,56630,VISal,76.20000000000010,49.66666666666670
595806300,311728,Emx1-IRES-Cre,375,628,143,56625,VISp,71.06666666666670,59.76666666666660
617395455,336243,Vip-IRES-Cre,275,628,13,56762,VISp,18.766666666666700,22.66666666666670
503324629,225037,Cux2-CreERT2,175,628,167,56773,VISpm,58.96666666666670,61.975000000000000
570236381,284417,Rorb-IRES2-Cre,275,628,59,56763,VISrl,46.76666666666670,26.89166666666670
698260532,382423,Cux2-CreERT2,175,628,34,58252,VISrl,32.55000000000000,32.80000000000000
555042467,266396,Nr5a1-Cre,300,628,66,56604,VISal,41.47500000000000,32.11666666666670
508356957,230570,Scnn1a-Tg3-Cre,350,628,208,56622,VISp,46.51666666666670,38.13333333333330
571684733,288600,Rbp4-Cre_KL100,375,628,43,56750,VISpm,44.52500000000000,32.10000000000000
561472633,280639,Emx1-IRES-Cre,275,628,337,56757,VISal,82.6083333333333,50.51666666666670
576095926,296891,Sst-IRES-Cre,285,628,15,56749,VISp,70.56666666666670,58.36666666666670
510514474,231584,Cux2-CreERT2,175,628,226,56630,VISp,65.81666666666670,49.11666666666670
686909240,379348,Vip-IRES-Cre,175,628,14,56763,VISpm,19.316666666666700,28.34166666666670
591430494,301124,Rbp4-Cre_KL100,375,628,9,56606,VISrl,19.641666666666700,26.04166666666670
712178511,390323,Cux2-CreERT2,275,628,200,56776,VISp,54.42500000000000,65.00833333333330
501574836,222420,Cux2-CreERT2,275,628,240,56748,VISp,86.39166666666650,65.69166666666670
584544569,300427,Sst-IRES-Cre,375,628,16,56771,VISl,19.216666666666700,26.258333333333300
657080632,355537,Slc17a7-IRES2-Cre,275,628,198,56610,VISp,86.20000000000000,65.12500000000000
649938038,352889,Tlx3-Cre_PL56,375,628,172,56614,VISp,51.17500000000000,60.041666666666700
569739027,282820,Cux2-CreERT2,175,628,42,56609,VISam,46.85833333333330,39.53333333333330
672207947,369311,Slc17a7-IRES2-Cre,275,628,257,56619,VISl,80.17500000000000,70.81666666666670
673914981,369497,Pvalb-IRES-Cre,275,628,13,56762,VISp,20.966666666666700,40.24166666666670
601904502,315298,Rbp4-Cre_KL100,375,628,14,56616,VISam,30.316666666666700,24.65833333333340
617388117,336246,Vip-IRES-Cre,175,628,9,56766,VISpm,18.550000000000000,28.158333333333300
559192380,271750,Rbp4-Cre_KL100,375,628,66,58276,VISp,51.73333333333330,47.01666666666670
505695962,228786,Rorb-IRES2-Cre,275,628,234,56749,VISal,61.15000000000000,55.49166666666670
605606109,323538,Rorb-IRES2-Cre,275,628,58,56776,VISam,30.475,34.30833333333330
576001843,292490,Rbp4-Cre_KL100,375,628,50,56752,VISl,67.19166666666670,53.70833333333330
524691284,243293,Cux2-CreERT2,275,628,264,56615,VISp,94.0166666666666,68.36666666666670
510093797,233442,Rbp4-Cre_KL100,375,628,68,56759,VISpm,46.86666666666670,36.55833333333330
617381605,336824,Tlx3-Cre_PL56,375,628,103,56779,VISp,87.18333333333340,71.52500000000000
507990552,229107,Cux2-CreERT2,275,628,253,56628,VISl,65.56666666666670,49.21666666666670
501929610,222431,Rorb-IRES2-Cre,275,628,200,56753,VISl,71.55000000000000,54.7833333333333
573261515,296702,Emx1-IRES-Cre,275,628,327,56622,VISl,75.0833333333334,65.09166666666670
682049099,378302,Nr5a1-Cre,350,628,40,56625,VISl,27.000000000000000,38.58333333333340
605800963,323538,Rorb-IRES2-Cre,275,628,42,56766,VISpm,23.075000000000000,32.94166666666670
673171528,369498,Pvalb-IRES-Cre,275,628,8,58285,VISp,22.16666666666670,45.01666666666670
652989442,350509,Vip-IRES-Cre,175,628,18,56752,VISpm,18.350000000000000,35.17500000000000
662974315,365251,Slc17a7-IRES2-Cre,375,628,89,56751,VISp,73.16666666666670,59.025000000000000
583136567,301048,Emx1-IRES-Cre,175,628,49,58275,VISl,59.46666666666660,46.325000000000000
502376461,225036,Cux2-CreERT2,175,628,106,56612,VISpm,61.07500000000000,53.458333333333300
567878987,277938,Nr5a1-Cre,325,628,28,56746,VISl,21.88333333333330,27.616666666666700
506773185,229470,Cux2-CreERT2,175,628,101,56746,VISpm,50.18333333333330,39.03333333333330
575302108,291465,Rbp4-Cre_KL100,375,628,32,56745,VISam,44.30833333333330,40.75000000000000
685816006,378302,Nr5a1-Cre,350,628,33,56625,VISal,42.25833333333330,50.15833333333330
570008444,283284,Cux2-CreERT2,275,628,235,56743,VISrl,28.666666666666700,25.616666666666700
571006300,286366,Nr5a1-Cre,350,628,250,56755,VISrl,46.516666666666600,34.28333333333330
551888519,268133,Rorb-IRES2-Cre,275,628,170,56742,VISpm,45.575,36.47500000000000
588483711,300664,Rbp4-Cre_KL100,375,628,38,56625,VISal,59.78333333333330,46.56666666666670
676024666,369497,Pvalb-IRES-Cre,275,628,6,56771,VISl,18.050000000000000,26.808333333333300
565216523,282817,Cux2-CreERT2,175,628,118,56746,VISam,59.33333333333330,41.86666666666670
649324898,351413,Vip-IRES-Cre,275,628,12,56616,VISpm,20.183333333333300,27.816666666666700
564425777,283147,Emx1-IRES-Cre,175,628,274,56745,VISl,73.35000000000010,51.81666666666670
510390912,232623,Rorb-IRES2-Cre,275,628,87,56756,VISal,46.23333333333330,37.53333333333330
653123929,355467,Slc17a7-IRES2-Cre,275,628,287,56612,VISl,85.98333333333340,63.78333333333330
657775947,355670,Vip-IRES-Cre,175,628,8,56777,VISp,14.183333333333300,23.233333333333300
637115675,335039,Rbp4-Cre_KL100,375,628,23,56761,VISp,28.625000000000000,36.98333333333330
